division,when,team1,team2,time_tot,win,hurdles,name1,start_chng1,time1,name2,start_chng2,time2,name3,start_chng3,time3,name4,start_chng4,time4,event,course_color
4,2020-01-01 12:09:36,Flyvaryors Traditional,RUNami A,17.39,W,27.5,Lippi,0.2,3.84,Tony,0.38,3.74,Rozi,0.9,3.99,Meggie,0.6,3.74,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 12:10:58,RUNami A,Flyvaryors Traditional,22.66,L,25.0,Fík,0.04,4.02,Black,0.35,4.3,Elia,0.16,4.24,Čoko,0.0,4.47,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 12:10:58,Flyvaryors Traditional,RUNami A,21.48,W,27.5,Lippi,0.1,3.87,Tony,0.23,3.71,Rozi,0.32,4.05,Meggie,0.66,3.74,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 12:16:06,WildRunners Zephyr,WildRunners Nightfall,47.38,L,22.5,Hank,0.24,4.32,Mason,-1.0,4.64,Bailey,2.92,4.46,Kesha,1.11,9.77,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 12:16:06,WildRunners Nightfall,WildRunners Zephyr,19.34,W,27.5,Nina,0.006,4.24,Falco,0.25,3.99,Milo,2.19,4.24,Hector,0.0,4.42,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 12:18:03,WildRunners Zephyr,WildRunners Nightfall,67.39,L,22.5,Hank,0.12,4.29,Mason,0.21,4.72,Bailey,2.48,4.43,Kesha,45.91,5.23,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 12:18:03,WildRunners Nightfall,WildRunners Zephyr,60.02,W,27.5,Nina,-0.05,4.25,Falco,0.29,4.31,Milo,3.21,4.43,Hector,-1.0,4.37,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 12:19:39,WildRunners Zephyr,WildRunners Nightfall,47.46,L,22.5,Hank,0.06,4.41,Mason,0.0,4.92,Bailey,2.51,4.78,Kesha,25.78,5.0,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 12:19:39,WildRunners Nightfall,WildRunners Zephyr,40.29,W,27.5,Nina,0.21,4.27,Falco,0.19,5.18,Milo,3.51,4.42,Hector,4.17,4.43,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
3,2020-01-01 12:26:07,WildRunners dreamers,DumbleDogs S,18.47,L,25.0,Sunny,-0.32,3.96,Alex,0.0,4.22,Dixie,0.15,4.03,Sirius,2.13,4.3,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
3,2020-01-01 12:26:07,DumbleDogs S,WildRunners dreamers,16.25,W,30.0,Iyrai,0.09,3.74,Trippy,0.26,3.87,Winky,0.36,3.76,Lili,0.27,3.9,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
3,2020-01-01 12:27:13,WildRunners dreamers,DumbleDogs S,16.97,L,25.0,Sunny,-0.08,3.94,Alex,0.16,4.16,Dixie,0.0,4.07,Sirius,0.77,3.95,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
3,2020-01-01 12:27:13,DumbleDogs S,WildRunners dreamers,16.01,W,30.0,Iyrai,0.09,3.74,Trippy,0.13,3.9,Winky,0.17,3.77,Lili,0.3,3.91,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
3,2020-01-01 12:29:44,WildRunners dreamers,DumbleDogs S,18.18,W,25.0,Sunny,0.03,4.0,Alex,0.31,4.24,Dixie,0.31,4.01,Sirius,1.41,3.89,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
3,2020-01-01 12:29:44,DumbleDogs S,WildRunners dreamers,78.6,L,30.0,Iyrai,0.11,3.76,Trippy,-1.0,3.93,Winky,0.0,3.85,Lili,0.0,11.64,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
3,2020-01-01 12:33:20,AgiFly one,Hop Trop HURRICANE,18.15,L,27.5,Jamie,0.21,4.61,Lara,0.18,4.46,Marwie,0.34,4.01,Atý,0.39,3.96,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
3,2020-01-01 12:33:20,Hop Trop HURRICANE,AgiFly one,18.06,W,20.0,Fler,0.07,4.5,Cayenne,0.0,4.32,Choose,0.25,4.62,Lucka,0.0,4.31,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
3,2020-01-01 12:34:23,AgiFly one,Hop Trop HURRICANE,17.61,W,27.5,Jamie,0.06,4.65,Lara,0.18,4.46,Marwie,0.16,4.0,Atý,0.17,3.94,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
3,2020-01-01 12:34:23,Hop Trop HURRICANE,AgiFly one,18.09,L,20.0,Fler,0.08,4.54,Cayenne,0.33,4.21,Choose,0.17,4.41,Lucka,0.17,4.18,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
3,2020-01-01 12:35:32,AgiFly one,Hop Trop HURRICANE,23.39,L,27.5,Jamie,0.09,4.63,Lara,-1.0,4.41,Marwie,0.61,3.99,Atý,0.3,3.92,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
3,2020-01-01 12:35:32,Hop Trop HURRICANE,AgiFly one,23.31,W,20.0,Fler,0.12,4.5,Cayenne,-1.0,4.24,Choose,0.52,4.5,Lucka,0.14,4.09,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
2,2020-01-01 12:41:38,WildRunners Maximini,Flyvaryors New Wave,18.21,L,25.0,Brooke,0.003,4.12,Bree,0.0,4.22,Sara,0.0,4.38,Bella,0.52,4.96,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
2,2020-01-01 12:41:38,Flyvaryors New Wave,WildRunners Maximini,15.66,W,22.5,Zack,0.07,3.76,Toko,0.11,3.57,Dara,0.27,3.62,Brutus,0.31,3.96,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
2,2020-01-01 12:42:51,WildRunners Maximini,Flyvaryors New Wave,17.9,L,25.0,Brooke,0.08,4.06,Bree,-1.0,4.09,Sara,0.32,4.47,Bella,0.0,4.89,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
2,2020-01-01 12:42:51,Flyvaryors New Wave,WildRunners Maximini,16.17,W,22.5,Zack,0.25,3.72,Toko,0.26,3.61,Dara,0.42,3.65,Brutus,0.32,3.92,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
2,2020-01-01 12:44:00,WildRunners Maximini,Flyvaryors New Wave,18.19,L,25.0,Brooke,0.15,4.18,Bree,0.27,4.14,Sara,0.0,4.4,Bella,0.15,4.9,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
2,2020-01-01 12:44:00,Flyvaryors New Wave,WildRunners Maximini,15.92,W,22.5,Zack,0.12,3.77,Toko,0.24,3.67,Dara,0.26,3.58,Brutus,0.28,4.0,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
2,2020-01-01 12:48:10,Too X-treme,Frenky's Funny,22.73,W,15.0,Rio,0.1,4.02,Aranka,0.0,4.37,Fren,0.0,4.42,Ruby,0.18,4.55,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
2,2020-01-01 12:48:10,Frenky's Funny,Too X-treme,22.68,L,27.5,Porto,0.02,4.47,Easy,-1.0,4.13,Trixie,0.67,4.05,Laty,0.32,4.05,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
2,2020-01-01 12:49:17,Too X-treme,Frenky's Funny,17.47,L,15.0,Rio,0.03,4.01,Aranka,0.0,4.35,Fren,0.0,4.42,Ruby,0.0,4.67,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
2,2020-01-01 12:49:17,Frenky's Funny,Too X-treme,18.23,W,27.5,Porto,0.07,4.56,Easy,0.0,4.22,Trixie,0.46,4.1,Laty,0.67,4.14,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
2,2020-01-01 12:50:47,Too X-treme,Frenky's Funny,23.15,L,15.0,Rio,0.2,4.06,Aranka,0.14,4.34,Fren,0.0,4.34,Ruby,0.14,4.65,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
2,2020-01-01 12:50:47,Frenky's Funny,Too X-treme,22.75,W,27.5,Porto,0.05,4.54,Easy,-0.13,4.21,Trixie,0.4,4.18,Laty,0.45,4.17,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
1,2020-01-01 12:56:09,Hop Trop PRAGUE,Jokers All-in,16.29,L,20.0,Roník,0.009,3.87,Axelle,0.0,4.13,Fay,-1.0,4.04,Melie,0.26,3.98,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
1,2020-01-01 12:56:09,Jokers All-in,Hop Trop PRAGUE,16.48,W,25.0,Lumine,0.1,3.89,Salma,0.23,4.02,Izzy,0.17,3.97,Engine,0.16,3.93,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
1,2020-01-01 12:57:34,Hop Trop PRAGUE,Jokers All-in,16.38,W,20.0,Roník,0.2,3.9,Axelle,0.0,4.1,Fay,0.0,3.99,Melie,0.18,4.02,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
1,2020-01-01 12:59:14,Hop Trop PRAGUE,Jokers All-in,16.98,L,20.0,Roník,0.19,3.9,Axelle,0.18,4.13,Fay,0.28,4.05,Melie,0.2,4.06,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
1,2020-01-01 12:59:14,Jokers All-in,Hop Trop PRAGUE,16.21,W,25.0,Lumine,0.05,3.89,Salma,0.0,4.06,Izzy,0.0,4.01,Rhys,0.25,3.95,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
1,2020-01-01 13:03:18,The Rebels Rock and Roll,FOFR DOG,17.84,W,27.5,Beky,0.09,4.23,Kelsey,0.15,4.27,Volis,0.35,4.15,Nyx,0.0,4.61,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
1,2020-01-01 13:03:18,FOFR DOG,The Rebels Rock and Roll,17.33,L,27.5,Hessie,0.17,4.71,Dizzy,-1.0,4.45,Tex,0.0,4.04,Daggry,0.0,3.96,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
1,2020-01-01 13:04:19,The Rebels Rock and Roll,FOFR DOG,17.53,W,27.5,Beky,0.09,4.26,Kelsey,0.0,4.41,Volis,0.0,4.25,Nyx,0.0,4.51,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
1,2020-01-01 13:04:19,FOFR DOG,The Rebels Rock and Roll,17.6,L,27.5,Hessie,0.11,4.81,Dizzy,0.0,4.47,Tex,0.16,4.02,Daggry,0.0,4.03,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
1,2020-01-01 13:05:33,The Rebels Rock and Roll,FOFR DOG,17.46,L,27.5,Beky,0.08,4.22,Kelsey,0.15,4.32,Volis,0.0,4.25,Nyx,-1.0,4.45,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
1,2020-01-01 13:05:33,FOFR DOG,The Rebels Rock and Roll,17.66,W,27.5,Hessie,0.14,4.84,Dizzy,0.0,4.57,Tex,0.0,4.07,Daggry,0.0,4.04,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 14:22:21,RUNami A,X-treme,16.86,W,25.0,Fík,0.02,4.04,Black,0.0,4.13,Elia,0.0,4.27,Kody,0.32,4.08,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 14:22:21,X-treme,RUNami A,16.3,L,25.0,Kerby,0.12,3.89,Nesi,0.14,4.0,Mína,-1.0,3.84,Maze,0.3,4.02,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 14:23:33,RUNami A,X-treme,17.15,L,25.0,Fík,0.1,4.05,Black,0.21,3.95,Elia,-1.0,4.17,Kody,0.58,4.1,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 14:23:33,X-treme,RUNami A,16.76,W,25.0,Kerby,0.11,3.93,Nesi,0.17,4.05,Mína,0.21,3.93,Maze,0.44,3.94,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 14:24:53,RUNami A,X-treme,24.53,L,25.0,Fík,0.07,4.7,Black,0.98,3.96,Elia,0.0,4.23,Kody,-0.18,4.11,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 14:24:53,X-treme,RUNami A,16.79,W,25.0,Kerby,0.03,3.88,Nesi,0.17,4.02,Mína,0.39,3.88,Maze,0.38,4.04,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 14:29:14,Flyvaryors Traditional,WildRunners Zephyr,17.2,W,27.5,Lippi,0.23,3.86,Tony,0.24,3.76,Rozi,0.51,4.12,Meggie,0.81,3.69,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 14:29:14,WildRunners Zephyr,Flyvaryors Traditional,21.38,L,22.5,Fleur,0.18,4.38,Mason,0.19,4.61,Bailey,2.3,4.56,Kesha,0.0,5.17,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 14:30:27,Flyvaryors Traditional,WildRunners Zephyr,16.96,W,27.5,Lippi,0.24,3.81,Tony,0.28,3.77,Rozi,0.51,4.06,Meggie,0.61,3.67,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 14:30:27,WildRunners Zephyr,Flyvaryors Traditional,21.67,L,22.5,Fleur,0.31,4.45,Mason,0.16,4.78,Bailey,2.22,4.47,Kesha,0.17,5.11,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 14:31:54,Flyvaryors Traditional,WildRunners Zephyr,16.75,W,27.5,Lippi,0.16,3.83,Tony,0.3,3.77,Rozi,0.26,4.08,Meggie,0.65,3.7,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 14:31:54,WildRunners Zephyr,Flyvaryors Traditional,20.53,L,22.5,Fleur,0.15,4.37,Mason,0.22,4.76,Bailey,1.37,4.65,Kesha,-0.16,5.18,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
3,2020-01-01 14:36:55,WildRunners dreamers,The Rebels Hardcore,17.21,L,25.0,Sunny,0.2,4.03,Alex,0.24,4.26,Tyna,0.0,4.16,Dixie,0.19,4.14,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
3,2020-01-01 14:36:55,The Rebels Hardcore,WildRunners dreamers,16.65,W,27.5,Nick,0.04,4.26,Finn,0.0,4.06,Baky,0.0,4.09,Foxy,0.0,4.19,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
3,2020-01-01 14:38:18,WildRunners dreamers,The Rebels Hardcore,23.36,L,25.0,Sunny,-0.05,4.07,Alex,0.14,4.24,Tyna,0.25,3.99,Dixie,0.24,4.13,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
3,2020-01-01 14:38:18,The Rebels Hardcore,WildRunners dreamers,21.08,W,27.5,Nick,-0.15,4.2,Finn,0.0,4.07,Baky,0.0,4.24,Foxy,0.0,4.2,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
3,2020-01-01 14:39:48,WildRunners dreamers,The Rebels Hardcore,16.95,W,25.0,Sunny,0.14,4.07,Alex,0.0,4.35,Tyna,0.0,4.16,Dixie,0.0,4.23,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
3,2020-01-01 14:39:48,The Rebels Hardcore,WildRunners dreamers,17.81,L,27.5,Nick,0.1,4.23,Finn,0.0,4.1,Baky,0.15,4.1,Foxy,0.0,5.15,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
3,2020-01-01 14:43:56,DumbleDogs S,AgiFly one,16.33,W,30.0,Iyrai,0.08,3.8,Cammi,0.0,3.89,Evelyn,0.0,4.16,Trippy,0.37,4.02,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
3,2020-01-01 14:43:56,AgiFly one,DumbleDogs S,17.57,L,27.5,Jamie,0.07,4.57,Lara,0.27,4.41,Marwie,0.27,4.07,Atý,0.0,3.92,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
3,2020-01-01 14:45:10,DumbleDogs S,AgiFly one,16.51,W,30.0,Iyrai,0.15,3.76,Cammi,0.15,3.76,Evelyn,0.31,4.13,Trippy,0.24,4.01,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
3,2020-01-01 14:45:10,AgiFly one,DumbleDogs S,17.57,L,27.5,Jamie,0.17,4.89,Lara,0.0,4.41,Marwie,0.0,4.07,Atý,0.12,3.92,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
3,2020-01-01 14:46:19,DumbleDogs S,AgiFly one,16.87,W,30.0,Iyrai,0.13,3.75,Cammi,0.55,3.74,Evelyn,0.25,4.11,Trippy,0.31,4.03,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
3,2020-01-01 14:46:19,AgiFly one,DumbleDogs S,17.2,L,27.5,Jamie,-0.26,4.67,Lara,0.16,4.38,Marwie,0.25,4.04,Atý,0.0,3.96,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
2,2020-01-01 14:50:49,WildRunners Maximini,Lavina Alfa,18.32,L,25.0,Bree,0.1,4.14,Sara,0.18,4.26,Bella,0.23,4.89,Ashley,0.38,4.15,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
2,2020-01-01 14:50:49,Lavina Alfa,WildRunners Maximini,16.29,W,27.5,Bree,0.13,3.9,Vojta,0.2,3.95,Aida,0.0,3.94,Bambi,0.15,4.02,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
2,2020-01-01 14:51:57,WildRunners Maximini,Lavina Alfa,18.52,L,25.0,Bree,-0.08,4.1,Sara,0.21,4.52,Bella,0.0,4.94,Ashley,0.56,4.28,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
2,2020-01-01 14:51:57,Lavina Alfa,WildRunners Maximini,16.54,W,27.5,Bree,0.11,3.89,Vojta,0.36,3.95,Aida,0.13,3.97,Bambi,0.13,4.02,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
2,2020-01-01 14:53:45,WildRunners Maximini,Lavina Alfa,26.75,W,25.0,Bree,0.2,4.13,Sara,0.43,4.46,Bella,0.0,4.95,Ashley,2.24,4.26,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
2,2020-01-01 14:53:45,Lavina Alfa,WildRunners Maximini,44.59,L,27.5,Bree,0.09,3.84,Vojta,0.33,3.98,Aida,0.18,4.06,Bambi,-1.0,4.07,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
2,2020-01-01 14:58:31,Flyvaryors New Wave,Too X-treme,15.86,W,22.5,Zack,0.29,3.74,Brutus,0.23,4.03,Dara,0.0,3.68,Arthur,0.13,3.77,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
2,2020-01-01 14:58:31,Too X-treme,Flyvaryors New Wave,24.08,L,15.0,Rio,0.09,4.05,Aranka,0.12,4.15,Kyle,0.48,4.9,Ruby,-0.18,4.74,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
2,2020-01-01 14:59:51,Flyvaryors New Wave,Too X-treme,15.96,W,22.5,Zack,0.11,3.76,Brutus,0.16,3.99,Dara,0.36,3.6,Arthur,0.29,3.69,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
2,2020-01-01 14:59:51,Too X-treme,Flyvaryors New Wave,18.31,L,15.0,Rio,0.09,4.02,Aranka,-1.0,4.24,Kyle,0.0,4.89,Ruby,0.38,4.7,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
2,2020-01-01 15:01:12,Flyvaryors New Wave,Too X-treme,16.04,W,22.5,Zack,0.11,3.76,Brutus,0.23,3.99,Dara,0.26,3.61,Arthur,0.36,3.71,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
2,2020-01-01 15:01:12,Too X-treme,Flyvaryors New Wave,18.02,L,15.0,Rio,0.05,4.05,Aranka,0.0,4.19,Kyle,-1.0,4.93,Ruby,0.09,4.73,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
1,2020-01-01 15:05:50,Hop Trop PRAGUE,WildRunners hopefuls,16.54,L,20.0,Roník,0.08,3.72,Axelle,0.15,4.31,Melie,0.0,4.02,Jezi,0.0,4.26,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
1,2020-01-01 15:05:50,WildRunners hopefuls,Hop Trop PRAGUE,16.19,W,27.5,Enola,0.15,3.94,Moon,0.0,4.04,Maggie,0.0,3.96,Alfie,0.0,4.1,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
1,2020-01-01 15:07:19,Hop Trop PRAGUE,WildRunners hopefuls,33.59,L,20.0,Roník,-0.06,3.8,Axelle,0.14,4.2,Melie,0.41,4.1,Jezi,0.0,4.33,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
1,2020-01-01 15:07:19,WildRunners hopefuls,Hop Trop PRAGUE,16.7,W,27.5,Enola,0.16,3.94,Moon,0.18,3.93,Maggie,0.23,3.98,Alfie,0.3,3.99,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
1,2020-01-01 15:08:33,Hop Trop PRAGUE,WildRunners hopefuls,26.27,L,20.0,Roník,0.28,3.99,Axelle,0.16,4.2,Melie,0.2,4.08,Jezi,0.29,4.2,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
1,2020-01-01 15:08:33,WildRunners hopefuls,Hop Trop PRAGUE,16.72,W,27.5,Enola,0.22,3.94,Moon,0.0,4.09,Maggie,0.25,4.06,Alfie,0.15,4.01,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
1,2020-01-01 15:13:14,Jokers All-in,The Rebels Rock and Roll,16.41,W,25.0,Lumine,0.06,3.86,Salma,0.14,4.02,Izzy,0.13,4.04,Rhys,0.16,4.0,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
1,2020-01-01 15:13:14,The Rebels Rock and Roll,Jokers All-in,17.86,L,20.0,Beky,0.05,4.19,Ellie,0.0,4.24,Volis,0.0,4.25,Sheera,0.0,5.13,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
1,2020-01-01 15:14:34,Jokers All-in,The Rebels Rock and Roll,16.35,L,25.0,Lumine,0.08,3.9,Salma,0.0,4.23,Izzy,0.0,4.12,Rhys,-1.0,4.03,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
1,2020-01-01 15:14:34,The Rebels Rock and Roll,Jokers All-in,17.55,W,20.0,Beky,0.06,4.15,Ellie,0.0,4.2,Volis,0.0,4.2,Sheera,0.0,4.94,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
1,2020-01-01 15:15:52,Jokers All-in,The Rebels Rock and Roll,16.71,W,25.0,Lumine,0.16,3.86,Salma,0.16,4.1,Izzy,0.14,4.03,Rhys,0.18,4.08,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
1,2020-01-01 15:15:52,The Rebels Rock and Roll,Jokers All-in,17.7,L,20.0,Beky,0.02,4.16,Ellie,0.14,4.07,Volis,0.18,4.13,Sheera,0.18,4.82,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 15:22:03,WildRunners Nightfall,RUNami A,17.77,L,25.0,Nina,0.1,4.25,Falco,0.22,3.98,Gerry,0.33,4.41,Hector,0.31,4.18,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 15:22:03,RUNami A,WildRunners Nightfall,17.25,W,27.5,Butch,0.02,4.2,Black,0.0,4.08,Kody,0.4,4.03,Čoko,0.17,4.35,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 15:23:23,WildRunners Nightfall,RUNami A,17.4,L,25.0,Nina,0.16,4.26,Falco,0.13,3.92,Gerry,0.22,4.38,Hector,0.18,4.15,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 15:23:23,RUNami A,WildRunners Nightfall,17.39,W,27.5,Butch,0.1,4.29,Black,0.0,4.05,Kody,0.37,4.05,Čoko,0.22,4.32,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 15:24:54,WildRunners Nightfall,RUNami A,17.17,W,25.0,Nina,0.12,4.27,Falco,0.0,4.01,Gerry,0.0,4.48,Hector,0.0,4.29,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 15:24:54,RUNami A,WildRunners Nightfall,17.34,L,27.5,Butch,0.003,4.35,Black,0.0,4.15,Kody,0.24,4.09,Čoko,0.17,4.34,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 15:29:43,X-treme,Flyvaryors Traditional,16.64,L,25.0,Kerby,0.13,3.95,Nesi,0.0,4.11,Mína,0.0,3.87,Izzy,0.19,4.4,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 15:29:43,Flyvaryors Traditional,X-treme,16.3,W,27.5,Lippi,0.19,3.8,Tony,0.22,3.73,Rozi,0.31,4.1,Meggie,0.32,3.63,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 15:31:10,X-treme,Flyvaryors Traditional,16.29,L,25.0,Kerby,0.2,4.02,Nesi,-0.13,4.03,Mína,0.0,3.86,Izzy,-1.0,4.32,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 15:31:10,Flyvaryors Traditional,X-treme,26.52,W,27.5,Lippi,0.2,3.84,Tony,0.22,3.8,Rozi,0.63,4.1,Meggie,0.3,3.72,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 15:32:24,X-treme,Flyvaryors Traditional,16.78,L,25.0,Kerby,0.12,4.04,Nesi,0.21,4.03,Mína,0.0,3.87,Izzy,0.21,4.3,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 15:32:24,Flyvaryors Traditional,X-treme,16.34,W,27.5,Lippi,0.18,3.87,Tony,0.29,3.77,Rozi,0.18,4.09,Meggie,0.2,3.77,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
3,2020-01-01 15:36:57,Hop Trop HURRICANE,WildRunners dreamers,17.83,L,25.0,Fler,0.07,4.4,Uta,0.0,4.74,Cayenne,0.0,4.42,Lucka,0.0,4.21,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
3,2020-01-01 15:36:57,WildRunners dreamers,Hop Trop HURRICANE,16.76,W,25.0,Sunny,0.04,4.03,Alex,0.0,4.32,Tyna,0.26,4.0,Dixie,0.0,4.12,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
3,2020-01-01 15:38:20,Hop Trop HURRICANE,WildRunners dreamers,27.66,L,25.0,Fler,0.08,4.54,Uta,0.14,4.54,Cayenne,0.16,4.34,Lucka,0.13,4.6,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
3,2020-01-01 15:38:20,WildRunners dreamers,Hop Trop HURRICANE,17.07,W,25.0,Sunny,0.16,3.96,Alex,0.32,4.26,Tyna,0.2,3.98,Dixie,0.0,4.19,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
3,2020-01-01 15:39:47,Hop Trop HURRICANE,WildRunners dreamers,18.16,L,25.0,Fler,0.13,4.66,Uta,0.0,4.75,Cayenne,0.0,4.27,Lucka,-1.0,4.35,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
